nodeIP,date,sunPower,sunCurrent,sunVoltage,batteryVoltage,chargingCurrent,outputCurrent,outputVoltage,loadPower,systemTemp,batteryTemp,totalGenerated
10.0.70.40,2025-06-10 15:00:11,15.39W,0.68A,22.63V,15.03V,0.00A,0.24A,51.71V,12.41W,49,26,7586WH
10.0.70.40,2025-06-10 16:00:10,15.20W,0.68A,22.35V,15.05V,0.00A,0.24A,51.71V,12.41W,48,26,7599WH
10.0.70.40,2025-06-10 17:00:23,15.17W,0.68A,22.31V,15.05V,0.00A,0.22A,51.71V,11.38W,48,25,7613WH
10.0.70.40,2025-06-10 18:00:23,11.77W,0.88A,13.38V,12.90V,0.00A,0.22A,51.71V,11.38W,46,25,7624WH
10.0.70.40,2025-06-10 19:00:16,15.78W,1.17A,13.49V,13.00V,0.57A,0.09A,51.71V,4.65W,47,24,7632WH
10.0.70.40,2025-06-10 20:00:17,0.00W,0.00A,20.50V,12.77V,0.00A,0.08A,51.75V,4.14W,44,23,7636WH
10.0.70.40,2025-06-10 21:00:09,0.00W,0.00A,0.00V,12.73V,0.00A,0.08A,51.77V,4.14W,41,21,7636WH
10.0.70.40,2025-06-10 22:00:09,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.77V,4.14W,39,20,7636WH
10.0.70.40,2025-06-10 23:00:10,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.79V,4.66W,38,19,7636WH
10.0.70.40,2025-06-11 00:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.81V,4.66W,37,18,7636WH
10.0.70.40,2025-06-11 01:00:10,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.77V,4.14W,37,18,7636WH
10.0.70.40,2025-06-11 02:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,36,18,7636WH
10.0.70.40,2025-06-11 03:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.77V,4.14W,36,17,7636WH
10.0.70.40,2025-06-11 04:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.79V,4.66W,35,16,7636WH
10.0.70.40,2025-06-11 05:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.81V,4.66W,35,16,7636WH
10.0.70.40,2025-06-11 06:00:09,3.94W,0.29A,13.57V,12.54V,0.00A,0.08A,51.79V,4.14W,37,15,7636WH
10.0.70.40,2025-06-11 07:00:09,38.92W,2.20A,17.69V,13.51V,2.07A,0.10A,51.77V,5.18W,41,19,7654WH
10.0.70.40,2025-06-11 08:00:10,61.87W,2.74A,22.58V,14.58V,3.61A,0.16A,51.69V,8.27W,47,23,7703WH
10.0.70.40,2025-06-11 09:00:09,30.65W,1.32A,23.22V,14.58V,0.96A,0.24A,51.69V,12.41W,50,27,7743WH
10.0.70.40,2025-06-11 10:00:10,14.75W,0.63A,23.41V,14.56V,0.67A,0.22A,51.69V,11.37W,51,28,7761WH
10.0.70.40,2025-06-11 11:00:09,14.18W,0.63A,22.50V,14.62V,0.00A,0.22A,51.68V,11.37W,51,28,7776WH
10.0.70.40,2025-06-11 12:00:10,15.82W,0.68A,23.27V,14.60V,0.00A,0.24A,51.68V,12.40W,52,29,7791WH
10.0.70.40,2025-06-11 13:00:10,15.82W,0.68A,23.27V,14.58V,0.00A,0.25A,51.69V,12.92W,52,29,7806WH
10.0.70.40,2025-06-11 14:00:10,28.52W,1.27A,22.46V,14.58V,0.00A,0.22A,51.68V,11.37W,51,28,7820WH
10.0.70.40,2025-06-11 15:00:10,15.76W,0.68A,23.18V,14.64V,0.00A,0.26A,51.68V,13.44W,52,29,7834WH
10.0.70.40,2025-06-11 16:00:09,14.95W,0.68A,21.99V,15.03V,0.00A,0.21A,51.68V,10.85W,51,28,7847WH
10.0.70.40,2025-06-11 17:00:11,7.00W,0.53A,13.21V,12.83V,0.00A,0.24A,51.69V,12.41W,51,28,7859WH
10.0.70.40,2025-06-11 18:00:10,6.96W,0.53A,13.14V,12.75V,0.00A,0.21A,51.68V,10.85W,50,26,7863WH
10.0.70.40,2025-06-11 19:00:15,0.00W,0.00A,20.91V,12.64V,0.00A,0.24A,51.73V,12.42W,48,27,7872WH
10.0.70.40,2025-06-11 20:00:09,0.00W,0.00A,19.80V,12.71V,0.00A,0.08A,51.73V,4.14W,47,26,7874WH
10.0.70.40,2025-06-11 21:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.75V,4.14W,44,25,7874WH
10.0.70.40,2025-06-11 22:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.77V,4.66W,42,23,7874WH
10.0.70.40,2025-06-11 23:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.79V,4.66W,41,22,7874WH
10.0.70.40,2025-06-12 00:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.77V,4.14W,40,20,7874WH
10.0.70.40,2025-06-12 01:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.79V,4.14W,38,19,7874WH
10.0.70.40,2025-06-12 02:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.79V,4.66W,38,18,7874WH
10.0.70.40,2025-06-12 03:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.79V,4.14W,37,18,7874WH
10.0.70.40,2025-06-12 04:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.79V,4.66W,36,17,7874WH
10.0.70.40,2025-06-12 05:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.08A,51.81V,4.14W,36,17,7874WH
10.0.70.40,2025-06-12 06:00:09,4.61W,0.34A,13.55V,12.51V,0.00A,0.09A,51.79V,4.66W,38,17,7874WH
10.0.70.40,2025-06-12 07:00:09,39.37W,2.15A,18.31V,13.49V,2.16A,0.09A,51.77V,4.66W,42,20,7890WH
10.0.70.40,2025-06-12 08:00:10,23.37W,1.66A,14.08V,13.56V,1.10A,0.08A,51.69V,4.14W,48,24,7938WH
10.0.70.40,2025-06-12 09:00:11,36.63W,1.56A,23.48V,14.56V,1.39A,0.22A,51.68V,11.37W,50,27,7987WH
10.0.70.40,2025-06-12 10:00:10,15.71W,0.68A,23.10V,15.05V,0.00A,0.24A,51.71V,12.41W,48,25,8011WH
10.0.70.40,2025-06-12 11:00:09,16.72W,0.73A,22.90V,14.60V,0.00A,0.24A,51.73V,12.42W,47,24,8025WH
10.0.70.40,2025-06-12 12:00:09,14.86W,0.63A,23.58V,14.60V,0.00A,0.24A,51.71V,12.41W,48,25,8040WH
10.0.70.40,2025-06-12 13:00:13,16.94W,0.73A,23.20V,14.62V,0.00A,0.25A,51.68V,12.92W,50,26,8056WH
10.0.70.40,2025-06-12 14:00:10,14.57W,0.63A,23.12V,14.60V,0.00A,0.22A,51.69V,11.37W,49,26,8070WH
10.0.70.40,2025-06-12 15:00:11,16.73W,0.73A,22.92V,15.03V,0.00A,0.25A,51.69V,12.92W,49,25,8084WH
10.0.70.40,2025-06-12 16:00:10,15.11W,1.12A,13.49V,12.98V,0.00A,0.25A,51.69V,12.92W,48,25,8097WH
10.0.70.40,2025-06-12 17:00:10,9.70W,0.73A,13.29V,12.83V,0.00A,0.24A,51.71V,12.41W,47,24,8107WH
10.0.70.40,2025-06-12 18:00:10,6.95W,0.53A,13.12V,12.75V,0.00A,0.22A,51.75V,11.39W,46,23,8114WH
10.0.70.40,2025-06-12 19:00:10,5.07W,0.39A,13.00V,12.66V,0.00A,0.24A,51.75V,12.42W,44,22,8119WH
10.0.70.40,2025-06-12 20:00:09,0.00W,0.00A,20.18V,12.68V,0.00A,0.07A,51.73V,3.62W,42,20,8122WH
10.0.70.40,2025-06-12 21:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.79V,4.14W,38,18,8122WH
10.0.70.40,2025-06-12 22:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.79V,4.66W,36,17,8122WH
10.0.70.40,2025-06-12 23:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.82V,4.66W,35,15,8122WH
10.0.70.40,2025-06-13 00:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.82V,4.66W,33,13,8122WH
10.0.70.40,2025-06-13 01:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.84V,4.67W,32,12,8122WH
10.0.70.40,2025-06-13 02:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.84V,4.67W,31,11,8122WH
10.0.70.40,2025-06-13 03:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.86V,4.67W,30,10,8122WH
10.0.70.40,2025-06-13 04:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.86V,4.67W,29,9,8122WH
10.0.70.40,2025-06-13 05:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.84V,4.67W,29,9,8122WH
10.0.70.40,2025-06-13 06:00:09,5.28W,0.39A,13.55V,12.49V,0.00A,0.08A,51.81V,4.14W,32,9,8124WH
10.0.70.40,2025-06-13 07:00:09,41.24W,2.30A,17.93V,13.51V,1.92A,0.08A,51.79V,4.14W,35,12,8137WH
10.0.70.40,2025-06-13 08:00:10,30.47W,2.15A,14.17V,13.64V,1.73A,0.09A,51.77V,4.66W,40,16,8174WH
10.0.70.40,2025-06-13 09:00:10,48.83W,2.45A,19.93V,14.56V,2.07A,0.22A,51.69V,11.37W,46,21,8225WH
10.0.70.40,2025-06-13 10:00:09,15.54W,0.68A,22.86V,14.62V,0.00A,0.25A,51.73V,12.93W,45,22,8255WH
10.0.70.40,2025-06-13 11:00:09,16.01W,0.68A,23.54V,14.58V,0.00A,0.24A,51.73V,12.42W,44,20,8269WH
10.0.70.40,2025-06-13 12:00:09,12.02W,0.51A,23.56V,14.49V,1.39A,0.22A,51.69V,11.37W,45,21,8284WH
10.0.70.40,2025-06-13 13:00:13,15.95W,0.68A,23.46V,14.58V,0.00A,0.24A,51.73V,12.42W,46,22,8300WH
10.0.70.40,2025-06-13 14:00:09,14.72W,0.63A,23.37V,14.60V,0.00A,0.22A,51.69V,11.37W,47,23,8316WH
10.0.70.40,2025-06-13 15:00:10,15.80W,0.68A,23.24V,15.07V,0.00A,0.22A,51.73V,11.38W,46,22,8330WH
10.0.70.40,2025-06-13 16:00:09,15.76W,0.68A,23.18V,15.05V,0.00A,0.25A,51.73V,12.93W,46,23,8344WH
10.0.70.40,2025-06-13 17:00:09,16.90W,0.78A,21.67V,14.86V,0.04A,0.24A,51.73V,12.42W,47,23,8357WH
10.0.70.40,2025-06-13 18:00:10,15.67W,0.73A,21.46V,14.86V,0.00A,0.24A,51.71V,12.41W,47,23,8371WH
10.0.70.40,2025-06-13 19:00:10,7.65W,0.58A,13.19V,12.81V,0.00A,0.24A,51.71V,12.41W,45,22,8381WH
10.0.70.40,2025-06-13 20:00:09,1.24W,0.09A,13.78V,12.79V,0.00A,0.08A,51.75V,4.14W,43,21,8384WH
10.0.70.40,2025-06-13 21:00:09,0.00W,0.00A,0.00V,12.71V,0.00A,0.08A,51.79V,4.14W,39,19,8384WH
10.0.70.40,2025-06-13 22:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.79V,4.14W,37,18,8384WH
10.0.70.40,2025-06-13 23:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.79V,4.14W,36,16,8384WH
10.0.70.40,2025-06-14 00:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.81V,4.66W,36,16,8384WH
10.0.70.40,2025-06-14 01:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.81V,4.66W,35,16,8384WH
10.0.70.40,2025-06-14 02:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.84V,4.67W,34,15,8384WH
10.0.70.40,2025-06-14 03:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.82V,4.66W,34,14,8384WH
10.0.70.40,2025-06-14 04:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.10A,51.86V,5.19W,32,12,8384WH
10.0.70.40,2025-06-14 05:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.84V,4.67W,31,11,8384WH
10.0.70.40,2025-06-14 06:00:10,4.61W,0.34A,13.55V,12.51V,0.00A,0.08A,51.81V,4.14W,33,10,8385WH
10.0.70.40,2025-06-14 07:00:09,50.63W,2.89A,17.52V,13.77V,2.88A,0.08A,51.77V,4.14W,38,15,8409WH
10.0.70.40,2025-06-14 08:00:09,44.77W,1.96A,22.84V,14.54V,2.45A,0.09A,51.73V,4.66W,46,22,8459WH
10.0.70.40,2025-06-14 09:00:10,14.74W,0.63A,23.39V,14.62V,0.00A,0.24A,51.73V,12.42W,48,26,8491WH
10.0.70.40,2025-06-14 10:00:10,16.02W,0.68A,23.56V,14.60V,0.00A,0.24A,51.69V,12.41W,49,26,8505WH
10.0.70.40,2025-06-14 11:00:09,15.88W,0.68A,23.35V,14.60V,0.00A,0.22A,51.71V,11.38W,48,25,8519WH
10.0.70.40,2025-06-14 12:00:09,15.84W,0.68A,23.29V,14.62V,0.00A,0.25A,51.71V,12.93W,49,26,8534WH
10.0.70.40,2025-06-14 13:00:10,14.66W,0.63A,23.27V,14.62V,0.00A,0.22A,51.69V,11.37W,50,26,8548WH
10.0.70.40,2025-06-14 14:00:10,14.74W,0.63A,23.39V,14.60V,0.00A,0.22A,51.69V,11.37W,50,26,8563WH
10.0.70.40,2025-06-14 15:00:10,15.62W,0.68A,22.97V,14.73V,0.00A,0.21A,51.68V,10.85W,50,27,8576WH
10.0.70.40,2025-06-14 16:00:10,16.70W,0.73A,22.88V,14.85V,0.04A,0.22A,51.69V,11.37W,49,26,8589WH
10.0.70.40,2025-06-14 17:00:09,14.35W,0.63A,22.78V,15.05V,0.00A,0.22A,51.69V,11.37W,49,26,8602WH
10.0.70.40,2025-06-14 18:00:09,9.00W,0.68A,13.23V,12.83V,0.00A,0.22A,51.71V,11.38W,48,25,8612WH
10.0.70.40,2025-06-14 19:00:09,5.75W,0.44A,13.06V,12.69V,0.00A,0.22A,51.73V,11.38W,48,25,8618WH
10.0.70.40,2025-06-14 20:00:09,2.61W,0.19A,13.76V,12.73V,0.00A,0.07A,51.73V,3.62W,45,23,8621WH
10.0.70.40,2025-06-14 21:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.79V,4.66W,41,20,8621WH
10.0.70.40,2025-06-14 22:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.81V,4.66W,38,18,8621WH
10.0.70.40,2025-06-14 23:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.82V,4.66W,35,15,8621WH
10.0.70.40,2025-06-15 00:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.81V,4.66W,34,14,8621WH
10.0.70.40,2025-06-15 01:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.08A,51.81V,4.14W,32,13,8621WH
10.0.70.40,2025-06-15 02:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.84V,4.67W,32,12,8621WH
10.0.70.40,2025-06-15 03:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.82V,4.66W,31,11,8621WH
10.0.70.40,2025-06-15 04:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.84V,4.67W,30,10,8621WH
10.0.70.40,2025-06-15 05:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.84V,4.67W,29,9,8621WH
10.0.70.40,2025-06-15 06:00:10,4.59W,0.34A,13.51V,12.47V,0.00A,0.09A,51.84V,4.67W,32,9,8621WH
10.0.70.40,2025-06-15 07:00:09,43.72W,2.30A,19.01V,13.68V,2.26A,0.10A,51.81V,5.18W,37,14,8642WH
10.0.70.40,2025-06-15 08:00:09,53.37W,2.35A,22.71V,14.58V,3.17A,0.09A,51.75V,4.66W,46,22,8695WH
10.0.70.40,2025-06-15 09:00:10,28.91W,1.27A,22.76V,14.58V,0.86A,0.22A,51.68V,11.37W,51,28,8732WH
10.0.70.40,2025-06-15 10:00:10,15.59W,0.68A,22.92V,14.64V,0.00A,0.22A,51.69V,11.37W,52,30,8749WH
10.0.70.40,2025-06-15 11:00:10,24.40W,1.07A,22.80V,14.52V,0.62A,0.24A,51.68V,12.40W,52,29,8763WH
10.0.70.40,2025-06-15 12:00:10,14.48W,0.63A,22.99V,14.62V,0.00A,0.21A,51.66V,10.85W,53,29,8779WH
10.0.70.40,2025-06-15 13:00:10,14.45W,0.63A,22.93V,14.64V,0.00A,0.22A,51.66V,11.37W,53,29,8794WH
10.0.70.40,2025-06-15 14:00:10,14.51W,0.63A,23.03V,14.58V,0.00A,0.24A,51.68V,12.40W,53,30,8810WH
10.0.70.40,2025-06-15 15:00:09,16.97W,0.78A,21.76V,14.83V,0.04A,0.22A,51.68V,11.37W,53,29,8825WH
10.0.70.40,2025-06-15 16:00:10,12.50W,0.93A,13.44V,12.96V,0.00A,0.22A,51.68V,11.37W,52,30,8837WH
10.0.70.40,2025-06-15 17:00:10,9.69W,0.73A,13.27V,12.85V,0.00A,0.21A,51.69V,10.85W,51,29,8846WH
10.0.70.40,2025-06-15 18:00:10,6.42W,0.49A,13.10V,12.73V,0.00A,0.22A,51.69V,11.37W,51,28,8853WH
10.0.70.40,2025-06-15 19:00:10,5.34W,0.39A,13.70V,12.64V,0.00A,0.21A,51.68V,10.85W,51,27,8858WH
10.0.70.40,2025-06-15 20:00:10,0.00W,0.00A,20.74V,12.68V,0.00A,0.08A,51.71V,4.14W,48,26,8860WH
10.0.70.40,2025-06-15 21:00:10,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,43,23,8860WH
10.0.70.40,2025-06-15 22:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.77V,4.14W,40,20,8860WH
10.0.70.40,2025-06-15 23:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.81V,4.66W,37,17,8860WH
10.0.70.40,2025-06-16 00:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.77V,4.14W,36,16,8860WH
10.0.70.40,2025-06-16 01:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.82V,4.66W,34,14,8860WH
10.0.70.40,2025-06-16 02:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.82V,4.66W,33,13,8860WH
10.0.70.40,2025-06-16 03:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.82V,4.66W,33,12,8860WH
10.0.70.40,2025-06-16 04:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.82V,4.66W,32,12,8860WH
10.0.70.40,2025-06-16 05:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.10A,51.86V,5.19W,31,11,8860WH
10.0.70.40,2025-06-16 06:00:09,5.27W,0.39A,13.51V,12.47V,0.00A,0.08A,51.81V,4.14W,34,11,8861WH
10.0.70.40,2025-06-16 07:00:09,28.74W,1.22A,23.56V,13.43V,1.54A,0.09A,51.77V,4.66W,40,16,8882WH
10.0.70.40,2025-06-16 08:00:10,24.78W,1.07A,23.16V,13.39V,1.25A,0.08A,51.71V,4.14W,46,23,8905WH
10.0.70.40,2025-06-16 09:00:10,48.14W,2.15A,22.39V,14.56V,2.16A,0.22A,51.68V,11.37W,53,30,8966WH
10.0.70.40,2025-06-16 10:00:09,14.32W,0.63A,22.73V,15.19V,0.00A,0.21A,51.66V,10.85W,54,31,8995WH
10.0.70.40,2025-06-16 11:00:09,25.29W,1.12A,22.58V,14.52V,0.72A,0.22A,51.66V,11.37W,54,31,9010WH
10.0.70.40,2025-06-16 12:00:09,13.18W,0.58A,22.73V,14.60V,0.00A,0.22A,51.68V,11.37W,54,31,9025WH
10.0.70.40,2025-06-16 13:00:09,25.20W,1.12A,22.50V,14.52V,0.62A,0.24A,51.66V,12.40W,55,32,9039WH
10.0.70.40,2025-06-16 14:00:10,15.50W,0.68A,22.80V,14.60V,0.00A,0.24A,51.68V,12.40W,55,32,9054WH
10.0.70.40,2025-06-16 15:00:10,18.04W,0.83A,21.73V,14.81V,0.14A,0.21A,51.64V,10.84W,56,33,9068WH
10.0.70.40,2025-06-16 16:00:10,15.14W,0.68A,22.27V,15.02V,0.00A,0.22A,51.68V,11.37W,55,32,9080WH
10.0.70.40,2025-06-16 17:00:09,14.42W,1.07A,13.48V,13.98V,0.00A,0.21A,51.66V,10.85W,54,32,9093WH
10.0.70.40,2025-06-16 18:00:10,11.06W,0.83A,13.32V,12.86V,0.00A,0.22A,51.69V,11.37W,53,31,9103WH
10.0.70.40,2025-06-16 19:00:10,6.44W,0.49A,13.15V,12.77V,0.00A,0.13A,51.69V,6.72W,52,30,9111WH
10.0.70.40,2025-06-16 20:00:09,0.00W,0.00A,20.50V,12.75V,0.00A,0.08A,51.73V,4.14W,50,28,9114WH
10.0.70.40,2025-06-16 21:00:10,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.71V,4.14W,46,27,9114WH
10.0.70.40,2025-06-16 22:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.73V,4.14W,44,25,9114WH
10.0.70.40,2025-06-16 23:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.75V,4.14W,43,24,9114WH
10.0.70.40,2025-06-17 00:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.77V,4.66W,42,23,9114WH
10.0.70.40,2025-06-17 01:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.77V,4.14W,41,22,9114WH
10.0.70.40,2025-06-17 02:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.75V,4.14W,41,21,9114WH
10.0.70.40,2025-06-17 03:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.79V,4.66W,40,21,9114WH
10.0.70.40,2025-06-17 04:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.77V,4.14W,40,20,9114WH
10.0.70.40,2025-06-17 05:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.79V,4.66W,39,19,9114WH
10.0.70.40,2025-06-17 06:00:09,0.00W,0.00A,19.93V,12.47V,0.00A,0.08A,51.77V,4.14W,40,19,9114WH
10.0.70.40,2025-06-17 07:00:09,4.60W,0.34A,13.53V,12.49V,0.00A,0.08A,51.75V,4.14W,43,21,9116WH
10.0.70.40,2025-06-17 08:00:08,9.52W,0.73A,13.04V,12.62V,0.00A,0.12A,51.73V,6.21W,44,22,9121WH
10.0.70.40,2025-06-17 09:00:10,16.70W,1.27A,13.15V,12.69V,0.04A,0.24A,51.73V,12.42W,45,23,9134WH
10.0.70.40,2025-06-17 10:00:10,118.02W,5.29A,22.31V,14.43V,7.46A,0.26A,51.71V,13.44W,49,25,9166WH
10.0.70.40,2025-06-17 11:00:10,56.80W,3.82A,14.87V,14.17V,2.88A,0.22A,51.68V,11.37W,53,28,9226WH
10.0.70.40,2025-06-17 12:00:09,30.00W,1.32A,22.73V,14.58V,0.86A,0.22A,51.68V,11.37W,53,29,9263WH
10.0.70.40,2025-06-17 13:00:09,15.67W,0.68A,23.05V,14.58V,0.00A,0.22A,51.68V,11.37W,53,30,9280WH
10.0.70.40,2025-06-17 14:00:10,28.52W,1.27A,22.46V,14.51V,0.62A,0.24A,51.69V,12.41W,53,30,9294WH
10.0.70.40,2025-06-17 15:00:10,15.82W,0.68A,23.26V,14.60V,0.00A,0.24A,51.69V,12.41W,53,30,9310WH
10.0.70.40,2025-06-17 16:00:10,16.87W,0.78A,21.63V,14.83V,0.04A,0.25A,51.71V,12.93W,52,30,9323WH
10.0.70.40,2025-06-17 17:00:11,15.16W,0.68A,22.29V,15.02V,0.00A,0.24A,51.69V,12.41W,53,31,9337WH
10.0.70.40,2025-06-17 18:00:15,11.05W,0.83A,13.31V,12.85V,0.00A,0.24A,51.71V,12.41W,52,30,9347WH
10.0.70.40,2025-06-17 19:00:09,5.79W,0.44A,13.15V,12.79V,0.00A,0.08A,51.71V,4.14W,51,29,9354WH
10.0.70.40,2025-06-17 20:00:09,0.00W,0.00A,20.40V,12.71V,0.00A,0.08A,51.71V,4.14W,49,28,9356WH
10.0.70.40,2025-06-17 21:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.75V,4.66W,46,26,9356WH
10.0.70.40,2025-06-17 22:00:10,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.73V,4.14W,44,25,9356WH
10.0.70.40,2025-06-17 23:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.71V,4.14W,43,24,9356WH
10.0.70.40,2025-06-18 00:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.77V,4.14W,43,24,9356WH
10.0.70.40,2025-06-18 01:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.75V,4.14W,42,23,9356WH
10.0.70.40,2025-06-18 02:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.79V,4.66W,42,23,9356WH
10.0.70.40,2025-06-18 03:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.75V,4.14W,42,23,9356WH
10.0.70.40,2025-06-18 04:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.77V,4.66W,42,23,9356WH
10.0.70.40,2025-06-18 05:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.75V,4.66W,42,23,9356WH
10.0.70.40,2025-06-18 06:00:09,0.00W,0.00A,18.74V,12.45V,0.00A,0.08A,51.75V,4.14W,44,24,9356WH
10.0.70.40,2025-06-18 07:00:09,27.66W,2.00A,13.83V,13.26V,1.44A,0.08A,51.73V,4.14W,45,25,9367WH
10.0.70.40,2025-06-18 08:00:09,7.66W,0.58A,13.21V,12.83V,0.00A,0.15A,51.73V,7.76W,47,26,9379WH
10.0.70.40,2025-06-18 09:00:09,102.53W,4.85A,21.14V,14.58V,6.11A,0.24A,51.68V,12.40W,54,29,9423WH
10.0.70.40,2025-06-18 10:00:09,36.47W,1.61A,22.65V,14.58V,1.34A,0.24A,51.66V,12.40W,56,31,9476WH
10.0.70.40,2025-06-18 11:00:10,28.70W,1.32A,21.74V,14.52V,0.67A,0.22A,51.68V,11.37W,55,32,9500WH
10.0.70.40,2025-06-18 12:00:10,14.18W,0.63A,22.50V,14.60V,0.00A,0.22A,51.66V,11.37W,55,33,9514WH
10.0.70.40,2025-06-18 13:00:10,22.37W,1.02A,21.93V,14.45V,0.38A,0.22A,51.66V,11.37W,56,33,9528WH
10.0.70.40,2025-06-18 14:00:10,13.17W,0.58A,22.71V,14.56V,0.00A,0.21A,51.64V,10.84W,58,35,9545WH
10.0.70.40,2025-06-18 15:00:09,17.95W,0.83A,21.63V,14.81V,0.09A,0.22A,51.64V,11.36W,58,35,9562WH
10.0.70.40,2025-06-18 16:00:10,18.64W,1.17A,15.93V,13.64V,0.14A,0.22A,51.64V,11.36W,57,35,9575WH
10.0.70.40,2025-06-18 17:00:10,15.03W,0.68A,22.10V,15.00V,0.00A,0.22A,51.66V,11.37W,56,34,9588WH
10.0.70.40,2025-06-18 18:00:09,15.13W,1.12A,13.51V,13.00V,0.00A,0.22A,51.68V,11.37W,55,32,9600WH
10.0.70.40,2025-06-18 19:00:10,5.10W,0.39A,13.08V,12.73V,0.00A,0.22A,51.69V,11.37W,54,31,9608WH
10.0.70.40,2025-06-18 20:00:09,0.00W,0.00A,20.99V,12.73V,0.00A,0.08A,51.71V,4.14W,50,29,9609WH
